Item Classification,Item Type,Item ID,Item ID,SOP# or item shortname convention,Course Title (include Site),Revision Number,"Revision Date
(dd/mmm/yyyy)",Course Description,Domain,Assignment Type,"Approval Date 
(dd/mmm/yyyy)",Item Category,Item Sub-type,Version,Initial Number,Initial Period,Initial Basis,Content Item Link,Content Item ID,Status Check - AB,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-MFG-0002,LSG-BED-MFG-0002,MFG-0002,POROS - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For POROS - EHS New Employee Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,POROS MANUFACTURING EMPLOYEE EHS CHECKLIST (6).docx,LSG-BED-MFG-0002-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-RD-0001,LSG-BED-RD-0001,RD-0001,R&D NEW EMPLOYEE EHS CHECKLIST (Bedford and Chelmsford MA Sites),1,14-Feb-25,Complete EHS checklist tour with your Supervisor or team member and turn in completed form to training coordinator or EHS department.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,R&D Employee EHS Checklist (1).pdf,LSG-BED-RD-0001-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PPI-0002,LSG-BED-PPI-0002,PPI-0002,Bedford PPI Process Flow (Bedford and Chelmsford MA Sites),1,14-Feb-25,Training is applicable to all Bedford Campus site employees.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PPI-0003,LSG-BED-PPI-0003,PPI-0003,Leader Standard Work (Classroom)(Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training role will provide you with an overview of Leader Standard Work, an element of Lean Leadership. Leader Standard Work ensures that leaders engage in the right activities to enable sustainability of all of the other elements of the PPI Business System. Facilitated by the PPI department.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PPI-0004,LSG-BED-PPI-0004,PPI-0004,PPI Business System Fundamentals (Bedford and Chelmsford MA Sites),1,14-Feb-25,This training covers PPI basics and lean principles,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-PPI-0005,LSG-BED-PPI-0005,PPI-0005,Tiered Daily Management (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Training related to Tiered Daily Management. Content that covers how to make and maintain a visual process located in the path of the work which conveys the business objectives, process standards, and actual performance real-time while engaging everyone in solving problems to meet overall business goals. Meetings enable tiered escalations as needed.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0001,LSG-BED-QC-0001,QC-0001,POROS AEX50 Functional Testing (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Covers testing for:
low pH ionic capacity
high pH ionic capacity
protein separation
dynamic binding capacity",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0002,LSG-BED-QC-0002,QC-0002,POROS HPLC Testing Overview (Bedford and Chelmsford MA Sites),1,14-Feb-25,Team Supervisor to conduct overview,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0003,LSG-BED-QC-0003,QC-0003,POROS QC Overview (Bedford and Chelmsford MA Sites),1,14-Feb-25,Department Supervisor to provide overview,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0004,LSG-BED-QC-0004,QC-0004,QC - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For QC - EHS New Employee Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,QC EHS Checklist.xlsx,LSG-BED-QC-0004-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0005,LSG-BED-QC-0005,QC-0005,QC Non-specialized Data Review (Bedford and Chelmsford MA Sites),1,14-Feb-25,Training deck available for reference in Learn It.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-QC-0006,LSG-BED-QC-0006,QC-0006,Tropix Real-Time Stability Testing (Bedford and Chelmsford MA Sites),1,14-Feb-25,Classroom consists of SOP and form review followed by a Q&A session.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-SYN-0001,LSG-BED-SYN-0001,SYN-0001,Synthesis - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For Synthesis - EHS New Employee Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,35 Mfg Synthesis EHS Checklist .doc,LSG-BED-SYN-0001-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0001,LSG-BED-EHS-0001,EHS-0001,2 PRESTON COURT Orientation Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,For new employees working at 2 Preston.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0002,LSG-BED-EHS-0002,EHS-0002,220 Mill Road Chelmsford Orientation (Bedford and Chelmsford MA Sites),1,14-Feb-25,For new employees working at 220 Mill Rd Chelmsford location.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0003,LSG-BED-EHS-0003,EHS-0003,35 Wiggins - EHS New Employee Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For 35 Wiggins - EHS New Employee Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,35 wiggins.doc,LSG-BED-EHS-0003-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0004,LSG-BED-EHS-0004,EHS-0004,Back Safety (Bedford and Chelmsford MA Sites),1,14-Feb-25,This is an optional training for employees who frequently do lifting in their position and would like information on best practices to avoid back injury.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0005,LSG-BED-EHS-0005,EHS-0005,Behavior Based Safety Observer (Bedford and Chelmsford MA Sites),1,14-Feb-25,For those that will be conducting behavior based safety observations to identify at risk behaviors and promote safe behaviors.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0006,LSG-BED-EHS-0006,EHS-0006,Biosafety/ Bloodborne Pathogen (Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training is designed to eliminate or minimize the occupational exposure of employees to human blood and other potentially infectious materials. Employees who may require this training include but are not limited to Lab Personnel, shipper / receivers of packages containing blood or Other Potentially infectious materials or First aid / Emergency response personnel. This is a beginner course.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0007,LSG-BED-EHS-0007,EHS-0007,Compressed Gas Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,Required for employees who need to transport compressed gas cylinders.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0008,LSG-BED-EHS-0008,EHS-0008,Confined Space (Bedford and Chelmsford MA Sites),1,14-Feb-25,"The objective of this training is to review responsibilities of the Area Supervisor, Authorized Attendance, Authorized Entrant, Entry Supervisor, and EHS Department. It reviews all safety requirements to complete a confined space permit. No employee is authorized to complete a confined space entry without this training.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0009,LSG-BED-EHS-0009,EHS-0009,Cranes/Hoists (Bedford and Chelmsford MA Sites),1,14-Feb-25,A classroom training for requirements when operating a crane/ hoist,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0010,LSG-BED-EHS-0010,EHS-0010,DOT Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,Valid every 3 years. given by external vendor,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0011,LSG-BED-EHS-0011,EHS-0011,Drum Hauler Operation (Bedford and Chelmsford MA Sites),1,14-Feb-25,Classroom training to consist of overview of operation as well as test drive session for hands on experience.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,EHS_Drum Hauler Operation.pdf,LSG-BED-EHS-0011-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0012,LSG-BED-EHS-0012,EHS-0012,Energized Electrical Safety Training NFPA70e (Bedford and Chelmsford MA Sites),1,14-Feb-25,Required for employees who need to perform live electrical work.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0013,LSG-BED-EHS-0013,EHS-0013,Fall Protection Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,Required for employees who use fall protection equipment or ladders,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0014,LSG-BED-EHS-0014,EHS-0014,Forklift training (Bedford and Chelmsford MA Sites),1,14-Feb-25,An on the floor exercise to satisfy the forklift classroom training requirement.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0015,LSG-BED-EHS-0015,EHS-0015,Hazard Communication (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Hazard Communication refers to the methods and other materials the company uses to communicate the potential health, safety, and environmental hazards of workplace chemicals to its employees, contractors, and visitors. This program also includes the methods used to prevent exposure to hazardous chemicals.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0016,LSG-BED-EHS-0016,EHS-0016,Hazardous Waste (Bedford and Chelmsford MA Sites),1,14-Feb-25,Review the written programs in regards to Hazardous Waste requirements at the facility.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0017,LSG-BED-EHS-0017,EHS-0017,Hot Work (Bedford and Chelmsford MA Sites),1,14-Feb-25,This R&A is required for employees who intend to perform hot work or fill out hot work permits.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0018,LSG-BED-EHS-0018,EHS-0018,IATA Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,This is an external training given by a vendor. DC employees should consider taking this training.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0019,LSG-BED-EHS-0019,EHS-0019,Lock Out/Tag Out (Bedford and Chelmsford MA Sites),1,14-Feb-25,"The purpose of this training is to recognize situation where LOTO is needed, understand the LOTO policy, Select the appropriate LOTO Devices, Conduct LOTO Operations, and understand the rules for Safe LOTO. Employees who complete this training in addition to OJT training, will be considered authorized employees.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0020,LSG-BED-EHS-0020,EHS-0020,New Employee Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,To be assigned to employees when onboarding at the company.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0021,LSG-BED-EHS-0021,EHS-0021,New or Transfer Employee - EHS Checklist (Bedford and Chelmsford MA Sites),1,14-Feb-25,"A basic ""class"" in the format as a walking tour of area For New or Transfer Employee - EHS Checklist
This training involves review of pertinent work area safety concerns and demonstrations as necessary.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,New Employee EHS Checklist.doc,LSG-BED-EHS-0021-C01,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0022,LSG-BED-EHS-0022,EHS-0022,OSHA Lab Standard (Bedford and Chelmsford MA Sites),1,14-Feb-25,To be assigned to all employees who intend to work in a lab or manufacturing space. The training will cover general safety requirements for lab employees.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0023,LSG-BED-EHS-0023,EHS-0023,POROS Operator Hazardous Waste Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,This training is required for POROS Operators to review all Hazardous Waste handling requirements in the suite.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0024,LSG-BED-EHS-0024,EHS-0024,Powered Personal Lift Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,This is a required training for employees who intend to use the wave and Sprint 2.0. A demonstration on the floor will be required.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0025,LSG-BED-EHS-0025,EHS-0025,Process Safety Management (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Although the Bedford facility does not fall under the OSHA PSM standard, this is an awareness training for employees that will be working at the 2 Preston Court facility on what Process Safety Management is.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0026,LSG-BED-EHS-0026,EHS-0026,Respirator Fit Test (Bedford and Chelmsford MA Sites),1,14-Feb-25,Requires you to bring your respirator for a fit test session. Facial hair will need to be shaved prior to the fit test.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0027,LSG-BED-EHS-0027,EHS-0027,Respiratory Protection (Bedford and Chelmsford MA Sites),1,14-Feb-25,"The purpose of this training is to establish safe site respiratory protection within general guidelines. In addition to this training, employees are required to complete a Pulmonary Function Test, a Respiratory Fit Test and OJT training.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0028,LSG-BED-EHS-0028,EHS-0028,Safety Training for Office Employees (Bedford and Chelmsford MA Sites),1,14-Feb-25,This training covers basic recognition of hazards and elimination of hazards that may be present in an office setting.,BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0029,LSG-BED-EHS-0029,EHS-0029,Supervisor Safety Training (Bedford and Chelmsford MA Sites),1,14-Feb-25,"This training will cover the safety responsibilities of all supervisors. It will include incident investigation training, site wide policies, and reporting requirements.",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,,,,
Instructor-Led,Instructor Led Course (ILT),LSG-BED-EHS-0030,LSG-BED-EHS-0030,EHS-0030,Pulmonary Function Test (External) (Bedford and Chelmsford MA Sites),1,14-Feb-25,"Needs to be completed prior to initial Fit Test. You can schedule a Pulmonary Function Test through Mt. Auburn: 
Occupational Health Services Mount Auburn Hospital 
725 Concord Ave, Cambridge, MA 02138
(617) 354-0546",BED,Required (REQ),2/14/2025,LSG (LSG),Instructor Led Course,1,28,Days,Event,OSHA RESP QUESTIONNAIRE (fillable)- TF Bedford.pdf,LSG-BED-EHS-0030-C01,,
